Binomial.1.2,Order.1.2,Family.1.2,Genus.1.2,Species.1.2,Certainty.Level,Modification,Motivation,Last.Manual.Present.Natural.Modification,Number.Cells.Current.Range,Number.Cells.Present.Natural.Range,Change.In.Cells
Mimon_crenulatum,Chiroptera,Phyllostomidae,Mimon,crenulatum,0) Present Natural range identical to IUCN range,None,NA,NA,1333,1333,0
Mimon_koepckeae,Chiroptera,Phyllostomidae,Mimon,koepckeae,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Mindomys_hammondi,Rodentia,Cricetidae,Mindomys,hammondi,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Miniopterus_africanus,Chiroptera,Miniopteridae,Miniopterus,africanus,NA,NA,Species not mapped by IUCN.,NA,0,0,0
Miniopterus_australis,Chiroptera,Miniopteridae,Miniopterus,australis,0) Present Natural range identical to IUCN range,None,NA,NA,524,524,0
Miniopterus_fraterculus,Chiroptera,Miniopteridae,Miniopterus,fraterculus,0) Present Natural range identical to IUCN range,None,NA,NA,264,264,0
Miniopterus_fuscus,Chiroptera,Miniopteridae,Miniopterus,fuscus,0) Present Natural range identical to IUCN range,None,NA,NA,10,10,0
Miniopterus_gleni,Chiroptera,Miniopteridae,Miniopterus,gleni,0) Present Natural range identical to IUCN range,None,NA,NA,69,69,0
Miniopterus_griveaudi,Chiroptera,Miniopteridae,Miniopterus,griveaudi,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Miniopterus_inflatus,Chiroptera,Miniopteridae,Miniopterus,inflatus,0) Present Natural range identical to IUCN range,None,NA,NA,340,340,0
Miniopterus_macrocneme,Chiroptera,Miniopteridae,Miniopterus,macrocneme,0) Present Natural range identical to IUCN range,None,NA,NA,134,134,0
Miniopterus_magnater,Chiroptera,Miniopteridae,Miniopterus,magnater,0) Present Natural range identical to IUCN range,None,NA,NA,495,495,0
Miniopterus_majori,Chiroptera,Miniopteridae,Miniopterus,majori,0) Present Natural range identical to IUCN range,None,NA,NA,54,54,0
Miniopterus_manavi,Chiroptera,Miniopteridae,Miniopterus,manavi,0) Present Natural range identical to IUCN range,None,NA,NA,82,82,0
Miniopterus_medius,Chiroptera,Miniopteridae,Miniopterus,medius,0) Present Natural range identical to IUCN range,None,NA,NA,236,236,0
Miniopterus_minor,Chiroptera,Miniopteridae,Miniopterus,minor,0) Present Natural range identical to IUCN range,None,NA,NA,29,29,0
Miniopterus_natalensis,Chiroptera,Miniopteridae,Miniopterus,natalensis,0) Present Natural range identical to IUCN range,None,NA,NA,586,586,0
Miniopterus_newtoni,Chiroptera,Miniopteridae,Miniopterus,newtoni,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Miniopterus_paululus,Chiroptera,Miniopteridae,Miniopterus,paululus,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,36,57,21
Miniopterus_petersoni,Chiroptera,Miniopteridae,Miniopterus,petersoni,0) Present Natural range identical to IUCN range,None,NA,NA,12,12,0
Miniopterus_pusillus,Chiroptera,Miniopteridae,Miniopterus,pusillus,0) Present Natural range identical to IUCN range,None,NA,NA,213,213,0
Miniopterus_robustior,Chiroptera,Miniopteridae,Miniopterus,robustior,0) Present Natural range identical to IUCN range,None,NA,NA,5,5,0
Miniopterus_schreibersii,Chiroptera,Miniopteridae,Miniopterus,schreibersii,0) Present Natural range identical to IUCN range,None,NA,NA,619,619,0
Miniopterus_shortridgei,Chiroptera,Miniopteridae,Miniopterus,shortridgei,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,60,67,7
Miniopterus_sororculus,Chiroptera,Miniopteridae,Miniopterus,sororculus,0) Present Natural range identical to IUCN range,None,NA,NA,20,20,0
Miniopterus_tristis,Chiroptera,Miniopteridae,Miniopterus,tristis,0) Present Natural range identical to IUCN range,None,NA,NA,247,247,0
Miopithecus_ogouensis,Primates,Cercopithecidae,Miopithecus,ogouensis,0) Present Natural range identical to IUCN range,None,NA,NA,78,78,0
Miopithecus_talapoin,Primates,Cercopithecidae,Miopithecus,talapoin,0) Present Natural range identical to IUCN range,None,NA,NA,64,64,0
Miracinonyx_trumani,Carnivora,Felidae,Miracinonyx,trumani,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,No special treatment of species.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,302,302
Mirimiri_acrodonta,Chiroptera,Pteropodidae,Mirimiri,acrodonta,4) Expansion of ranges to entire islands,Range expanded to entire island and to the tropical moist forest of Vanua Levu.,Expansion of ranges to entire islands.,Version 1.0,3,6,3
Mirounga_angustirostris,Carnivora,Phocidae,Mirounga,angustirostris,0) Present Natural range identical to IUCN range,None,NA,NA,1256,1256,0
Mirounga_leonina,Carnivora,Phocidae,Mirounga,leonina,0) Present Natural range identical to IUCN range,None,NA,NA,5577,5577,0
Mirza_coquereli,Primates,Cheirogaleidae,Mirza,coquereli,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas. Northernmost disjunct population and suitable areas further north called Mirza zaza following IUCN. Rest called Mirza coquereli.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,23,54,31
Mirza_zaza,Primates,Cheirogaleidae,Mirza,zaza,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas. Northernmost disjunct population and suitable areas further north called Mirza zaza following IUCN. Rest called Mirza coquereli.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.0,8,14,6
Mixotoxodon_larensis,Notoungulata,Toxodontidae,Mixotoxodon,larensis,6) Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites,Disjunct ranges connected.,Estimation of ranges based on the natural ranges of the extant species that the target species co-occurred with at fossil sites.,Version 1.0,0,342,342
Mogera_etigo,Eulipotyphla,Talpidae,Mogera,etigo,0) Present Natural range identical to IUCN range,None,NA,NA,2,2,0
Mogera_imaizumii,Eulipotyphla,Talpidae,Mogera,imaizumii,0) Present Natural range identical to IUCN range,None,NA,NA,46,46,0
Mogera_insularis,Eulipotyphla,Talpidae,Mogera,insularis,0) Present Natural range identical to IUCN range,None,NA,NA,133,133,0
Mogera_robusta,Eulipotyphla,Talpidae,Mogera,robusta,0) Present Natural range identical to IUCN range,None,NA,NA,134,134,0
Mogera_tokudae,Eulipotyphla,Talpidae,Mogera,tokudae,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Mogera_uchidai,Eulipotyphla,Talpidae,Mogera,uchidai,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Mogera_wogura,Eulipotyphla,Talpidae,Mogera,wogura,0) Present Natural range identical to IUCN range,None,NA,NA,45,45,0
Molossops_aequatorianus,Chiroptera,Molossidae,Molossops,aequatorianus,0) Present Natural range identical to IUCN range,None,NA,NA,4,4,0
Molossops_mattogrossensis,Chiroptera,Molossidae,Molossops,mattogrossensis,0) Present Natural range identical to IUCN range,None,NA,NA,814,814,0
Molossops_neglectus,Chiroptera,Molossidae,Molossops,neglectus,0) Present Natural range identical to IUCN range,None,NA,NA,529,529,0
Molossops_temminckii,Chiroptera,Molossidae,Molossops,temminckii,0) Present Natural range identical to IUCN range,None,NA,NA,1347,1347,0
Molossus_alvarezi,Chiroptera,Molossidae,Molossus,alvarezi,0) Present Natural range identical to IUCN range,None,NA,NA,11,11,0
Molossus_aztecus,Chiroptera,Molossidae,Molossus,aztecus,0) Present Natural range identical to IUCN range,None,NA,NA,19,19,0
Molossus_coibensis,Chiroptera,Molossidae,Molossus,coibensis,0) Present Natural range identical to IUCN range,None,NA,NA,472,472,0
Molossus_currentium,Chiroptera,Molossidae,Molossus,currentium,0) Present Natural range identical to IUCN range,None,NA,NA,165,165,0
Molossus_molossus,Chiroptera,Molossidae,Molossus,molossus,0) Present Natural range identical to IUCN range,None,NA,NA,1941,1941,0
Molossus_pretiosus,Chiroptera,Molossidae,Molossus,pretiosus,0) Present Natural range identical to IUCN range,None,NA,NA,278,278,0
Molossus_rufus,Chiroptera,Molossidae,Molossus,rufus,0) Present Natural range identical to IUCN range,None,NA,NA,1792,1792,0
Molossus_sinaloae,Chiroptera,Molossidae,Molossus,sinaloae,0) Present Natural range identical to IUCN range,None,NA,NA,336,336,0
Monachus_monachus,Carnivora,Phocidae,Monachus,monachus,2) Range expansions based on other sources for species with known range declines,Added historic range.,The Monachus guardian website http://www.monachus-guardian.org/factfiles/medit15.htm.,Version 1.0,85,833,748
Monodelphis_adusta,Didelphimorphia,Didelphidae,Monodelphis,adusta,0) Present Natural range identical to IUCN range,None,NA,NA,175,175,0
Monodelphis_americana,Didelphimorphia,Didelphidae,Monodelphis,americana,0) Present Natural range identical to IUCN range,None,NA,NA,241,241,0
Monodelphis_brevicaudata,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,0) Present Natural range identical to IUCN range,None,NA,NA,234,234,0
Monodelphis_dimidiata,Didelphimorphia,Didelphidae,Monodelphis,dimidiata,0) Present Natural range identical to IUCN range,None,NA,NA,276,276,0
Monodelphis_domestica,Didelphimorphia,Didelphidae,Monodelphis,domestica,0) Present Natural range identical to IUCN range,None,NA,NA,514,514,0
Monodelphis_emiliae,Didelphimorphia,Didelphidae,Monodelphis,emiliae,0) Present Natural range identical to IUCN range,None,NA,NA,173,173,0
Monodelphis_glirina,Didelphimorphia,Didelphidae,Monodelphis,glirina,0) Present Natural range identical to IUCN range,None,NA,NA,224,224,0
Monodelphis_handleyi,Didelphimorphia,Didelphidae,Monodelphis,handleyi,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Monodelphis_iheringi,Didelphimorphia,Didelphidae,Monodelphis,iheringi,0) Present Natural range identical to IUCN range,None,NA,NA,110,110,0
Monodelphis_kunsi,Didelphimorphia,Didelphidae,Monodelphis,kunsi,0) Present Natural range identical to IUCN range,None,NA,NA,189,189,0
Monodelphis_osgoodi,Didelphimorphia,Didelphidae,Monodelphis,osgoodi,0) Present Natural range identical to IUCN range,None,NA,NA,28,28,0
Monodelphis_palliolata,Didelphimorphia,Didelphidae,Monodelphis,palliolata,0) Present Natural range identical to IUCN range,None,NA,NA,31,31,0
Monodelphis_peruviana,Didelphimorphia,Didelphidae,Monodelphis,peruviana,0) Present Natural range identical to IUCN range,None,NA,NA,97,97,0
Monodelphis_reigi,Didelphimorphia,Didelphidae,Monodelphis,reigi,0) Present Natural range identical to IUCN range,None,NA,NA,3,3,0
Monodelphis_ronaldi,Didelphimorphia,Didelphidae,Monodelphis,ronaldi,0) Present Natural range identical to IUCN range,None,NA,NA,1,1,0
Monodelphis_scalops,Didelphimorphia,Didelphidae,Monodelphis,scalops,0) Present Natural range identical to IUCN range,None,NA,NA,61,61,0
Monodelphis_unistriata,Didelphimorphia,Didelphidae,Monodelphis,unistriata,0) Present Natural range identical to IUCN range,None,Added cells coded Extinct or Possibly Extinct by IUCN.,NA,0,3,3
Monodon_monoceros,Cetartiodactyla,Monodontidae,Monodon,monoceros,0) Present Natural range identical to IUCN range,None,NA,NA,732,732,0
Monophyllus_plethodon,Chiroptera,Phyllostomidae,Monophyllus,plethodon,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Monophyllus_redmani,Chiroptera,Phyllostomidae,Monophyllus,redmani,0) Present Natural range identical to IUCN range,None,NA,NA,64,64,0
Monticolomys_koopmani,Rodentia,Nesomyidae,Monticolomys,koopmani,"5) Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range",Range expanded to suitable areas on inhabited island.,"Expansion of ranges for species with known, or at least highly suspected, range declines to cover suitable areas contiguous with the current range.",Version 1.2,13,44,31
Mops_brachypterus,Chiroptera,Molossidae,Mops,brachypterus,0) Present Natural range identical to IUCN range,None,NA,NA,299,299,0
Mops_condylurus,Chiroptera,Molossidae,Mops,condylurus,0) Present Natural range identical to IUCN range,None,NA,NA,1151,1151,0
Mops_congicus,Chiroptera,Molossidae,Mops,congicus,0) Present Natural range identical to IUCN range,None,NA,NA,84,84,0
Mops_demonstrator,Chiroptera,Molossidae,Mops,demonstrator,0) Present Natural range identical to IUCN range,None,NA,NA,263,263,0
Mops_leucostigma,Chiroptera,Molossidae,Mops,leucostigma,0) Present Natural range identical to IUCN range,None,NA,NA,55,55,0
Mops_midas,Chiroptera,Molossidae,Mops,midas,0) Present Natural range identical to IUCN range,None,NA,NA,142,142,0
Mops_mops,Chiroptera,Molossidae,Mops,mops,0) Present Natural range identical to IUCN range,None,NA,NA,105,105,0
Mops_nanulus,Chiroptera,Molossidae,Mops,nanulus,0) Present Natural range identical to IUCN range,None,NA,NA,385,385,0
Mops_niangarae,Chiroptera,Molossidae,Mops,niangarae,0) Present Natural range identical to IUCN range,None,NA,NA,6,6,0
Mops_niveiventer,Chiroptera,Molossidae,Mops,niveiventer,0) Present Natural range identical to IUCN range,None,NA,NA,238,238,0
Mops_petersoni,Chiroptera,Molossidae,Mops,petersoni,0) Present Natural range identical to IUCN range,None,NA,NA,14,14,0
Mops_sarasinorum,Chiroptera,Molossidae,Mops,sarasinorum,3) Merger of likely human caused disjunct ranges by filling intervening suitable habitats,Connected via suitable habitat.,Disjunct range likely anthropogenic in cause.,Version 1.0,67,73,6
Mops_spurrelli,Chiroptera,Molossidae,Mops,spurrelli,0) Present Natural range identical to IUCN range,None,NA,NA,172,172,0
Mops_thersites,Chiroptera,Molossidae,Mops,thersites,0) Present Natural range identical to IUCN range,None,NA,NA,321,321,0
Mops_trevori,Chiroptera,Molossidae,Mops,trevori,0) Present Natural range identical to IUCN range,None,NA,NA,76,76,0
